label,cluster_no
chickpea,0
chickpea,0
chickpea,0
chickpea,0
chickpea,0
chickpea,0
chickpea,0
chickpea,0
chickpea,0
chickpea,0
chickpea,0
chickpea,0
chickpea,0
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,7
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,7
pigeonpeas,4
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,7
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,7
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,4
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,6
pigeonpeas,7
pigeonpeas,6
pigeonpeas,4
pigeonpeas,4
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,4
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,4
lentil,7
lentil,7
lentil,4
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,5
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,4
lentil,4
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,4
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
pomegranate,1
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
banana,3
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
mango,7
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
mango,5
mango,7
mango,7
mango,5
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,7
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,7
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,7
orange,1
orange,1
orange,1
orange,7
orange,7
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,7
orange,1
orange,1
orange,1
orange,7
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,7
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,1
orange,7
orange,1
orange,1
orange,1
orange,7
orange,7
orange,1
orange,1
orange,1
orange,1
papaya,6
papaya,7
papaya,7
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,7
papaya,6
papaya,7
papaya,6
papaya,6
papaya,7
papaya,7
papaya,6
papaya,7
papaya,7
papaya,7
papaya,7
papaya,6
papaya,7
papaya,6
papaya,6
papaya,7
papaya,7
papaya,7
papaya,7
papaya,7
papaya,6
papaya,7
papaya,1
papaya,7
papaya,6
papaya,6
papaya,7
papaya,6
papaya,6
papaya,6
papaya,7
papaya,7
papaya,6
papaya,7
papaya,7
papaya,6
papaya,6
papaya,7
papaya,6
papaya,6
papaya,6
papaya,7
papaya,6
papaya,3
papaya,7
papaya,3
papaya,6
papaya,6
papaya,1
papaya,7
papaya,6
papaya,3
papaya,3
papaya,7
papaya,7
papaya,7
papaya,3
papaya,6
papaya,3
papaya,6
papaya,6
papaya,7
papaya,6
papaya,6
papaya,7
papaya,6
papaya,6
papaya,3
papaya,7
papaya,7
papaya,6
papaya,6
papaya,6
papaya,6
papaya,7
papaya,6
papaya,7
papaya,3
papaya,1
papaya,6
papaya,7
papaya,6
papaya,7
papaya,7
papaya,7
papaya,6
papaya,6
papaya,6
coconut,1
coconut,6
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,6
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
coconut,1
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
cotton,3
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,3
coffee,6
coffee,6
coffee,6
coffee,3
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,3
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,3
coffee,6
coffee,3
coffee,3
coffee,3
coffee,6
coffee,3
coffee,6
coffee,3
coffee,3
coffee,6
coffee,3
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,3
coffee,3
coffee,6
coffee,6
coffee,6
coffee,3
coffee,6
coffee,6
coffee,6
coffee,6
coffee,3
coffee,6
